,value,distance,amount
0,0.0,657.0,22.56
1,85.0,433.9,14.9
2,100.0,331.9,11.4
3,2.0,302.9,10.4
4,8.0,262.1,9.0
5,23.0,205.9,7.07
6,6.0,192.5,6.61
7,75.0,180.3,6.19
8,12.0,153.6,5.27
9,56.0,48.2,1.65
10,99.0,43.1,1.48
11,52.0,30.6,1.05
12,83.0,23.6,0.81
13,26.0,21.3,0.73
14,92.0,20.3,0.7
15,66.0,5.0,0.17
