,value,distance,amount
0,0.0,8595.5,69.85
1,14.0,978.9,7.95
2,3.0,827.1,6.72
3,98.0,355.8,2.89
4,62.0,298.1,2.42
5,100.0,293.5,2.38
6,13.0,156.6,1.27
7,99.0,127.7,1.04
8,53.0,115.3,0.94
9,54.0,110.3,0.9
10,83.0,102.8,0.84
11,16.0,89.7,0.73
12,96.0,75.5,0.61
13,91.0,44.6,0.36
14,85.0,39.8,0.32
15,94.0,34.4,0.28
16,2.0,31.4,0.25
17,95.0,15.5,0.13
18,56.0,6.6,0.05
19,32.0,3.6,0.03
20,64.0,3.3,0.03
