,value,distance,amount
0,100.0,565.0,20.07
1,0.0,469.1,16.66
2,2.0,403.1,14.32
3,5.0,350.9,12.47
4,98.0,268.8,9.55
5,6.0,192.3,6.83
6,44.0,134.1,4.76
7,15.0,122.0,4.34
8,12.0,91.0,3.23
9,25.0,89.2,3.17
10,26.0,73.1,2.6
11,53.0,45.5,1.62
12,55.0,7.7,0.27
13,27.0,3.4,0.12
