,value,distance,amount
0,0.0,657.0,22.49
1,85.0,433.9,14.85
2,8.0,350.5,11.99
3,100.0,331.9,11.36
4,2.0,302.9,10.37
5,23.0,205.9,7.04
6,75.0,180.3,6.17
7,12.0,153.6,5.26
8,7.0,68.9,2.36
9,6.0,63.0,2.16
10,56.0,48.2,1.65
11,99.0,43.1,1.48
12,52.0,30.6,1.05
13,83.0,23.6,0.81
14,92.0,20.3,0.7
15,66.0,5.0,0.17
16,26.0,3.4,0.11
