,value,distance,amount
0,0.0,5770.1,63.26
1,100.0,1290.5,14.15
2,75.0,321.7,3.53
3,89.0,274.6,3.01
4,98.0,221.8,2.43
5,42.0,151.2,1.66
6,96.0,147.6,1.62
7,59.0,144.0,1.58
8,99.0,130.0,1.43
9,78.0,128.9,1.41
10,84.0,112.5,1.23
11,18.0,89.7,0.98
12,74.0,60.3,0.66
13,4.0,59.7,0.65
14,95.0,58.3,0.64
15,67.0,43.8,0.48
16,58.0,37.6,0.41
17,3.0,31.4,0.34
18,64.0,31.1,0.34
19,55.0,10.1,0.11
20,81.0,6.9,0.08
