,value,distance,amount
0,0.0,8963.7,74.84
1,14.0,1022.2,8.53
2,98.0,355.8,2.97
3,62.0,298.1,2.49
4,100.0,293.5,2.45
5,13.0,156.6,1.31
6,99.0,127.7,1.07
7,53.0,115.3,0.96
8,8.0,110.5,0.92
9,54.0,110.3,0.92
10,83.0,102.8,0.86
11,1.0,86.8,0.72
12,96.0,75.5,0.63
13,91.0,44.6,0.37
14,85.0,39.8,0.33
15,94.0,34.4,0.29
16,95.0,15.5,0.13
17,6.0,10.6,0.09
18,43.0,5.6,0.05
19,2.0,4.2,0.04
20,64.0,3.3,0.03
