,value,distance,amount
0,100.0,843.6,29.02
1,0.0,646.4,22.24
2,90.0,438.9,15.1
3,96.0,205.9,7.08
4,2.0,190.9,6.57
5,98.0,180.3,6.2
6,7.0,112.0,3.85
7,74.0,107.1,3.68
8,99.0,91.0,3.13
9,76.0,45.5,1.56
10,68.0,21.4,0.74
11,46.0,20.3,0.7
12,85.0,3.4,0.12
